zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
13060,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13068,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12823,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14138,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14139,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14134,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14136,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12594,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12592,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
10527,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12410,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12416,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14489,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14891,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13355,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13357,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14823,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14726,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12768,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12763,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12762,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12760,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12767,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12766,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12765,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12764,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13491,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13140,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13147,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13024,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12943,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12942,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12941,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12944,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12138,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12132,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12136,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14219,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12017,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14059,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14052,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14051,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14055,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13411,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13415,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13418,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12521,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12522,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12529,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14901,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14903,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14902,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14905,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14904,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14435,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14437,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14433,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14432,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13809,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13808,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13804,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13807,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13806,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13801,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13803,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13802,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13034,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12812,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
10579,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
10578,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
10576,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12444,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12441,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12076,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12075,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14820,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14821,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14826,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14827,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14824,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14825,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12901,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14441,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12992,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12996,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12997,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12144,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14129,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14127,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14822,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14080,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14082,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14086,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12738,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12732,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12733,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12734,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12736,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13465,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12459,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12918,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12919,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12910,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12911,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12915,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12917,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14549,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14541,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14545,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14544,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14547,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13790,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13795,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13794,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13797,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13796,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14732,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12779,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14004,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12570,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
10540,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
10542,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
10526,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13334,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
10509,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14462,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14463,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14461,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13859,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12040,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12022,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12029,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14853,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14852,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14851,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14850,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14857,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14856,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14855,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14854,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14859,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14858,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13081,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13080,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12849,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12847,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14830,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14847,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12789,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12788,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12783,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12784,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12787,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12786,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12496,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14591,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12434,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12430,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13746,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13747,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13744,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13745,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13743,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13740,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13748,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13749,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14170,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14083,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12921,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12920,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12923,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12924,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12929,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14513,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14518,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12115,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12118,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12950,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14102,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12952,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13460,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13464,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12093,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14031,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14030,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14033,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14032,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14037,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14039,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14038,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13439,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13436,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12502,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12501,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12198,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12195,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12196,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14723,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14925,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14415,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
14418,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13820,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13827,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13826,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
13825,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.115154869,0.059777871,0.116753159
12018,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13052,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13053,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12832,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12588,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
10518,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
10519,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
10512,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12464,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12465,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14145,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14141,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14140,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13326,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12987,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12985,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14801,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14802,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14803,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14804,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14805,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14807,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14808,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14809,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14751,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13904,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13905,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13901,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13902,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13903,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12758,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12759,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12754,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12752,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13480,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13482,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13485,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13484,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13155,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13152,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
10590,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
10597,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
10598,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12979,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12972,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13733,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13732,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13731,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13730,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
13739,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
12125,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14889,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14881,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14882,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14883,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14884,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14885,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
14886,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.033861277,0.01567423,0.05219141
